student_id,level,attendance_rate,num_quizzes,quiz_avg,assignment_avg,mid_sem_score,forum_participation,study_time_hours,dashboard_time_hours,current_gpa,predicted_gpa,target_gpa,final_gpa,risk_category,recommended_action
S05620,100,97.15,13,59.27,80.75,69.79,4,15.89,8.39,2.81,2.59,2.64,2.55,Average,"Maintain steady progress, focus on weak areas"
S05621,100,62.41,10,43.83,100.0,84.85,3,13.42,7.58,2.7,2.79,2.88,2.76,Average,"Maintain steady progress, focus on weak areas"
S05622,400,79.01,12,82.5,79.86,92.85,5,17.87,2.79,2.73,2.71,2.81,2.88,Average,"Maintain steady progress, focus on weak areas"
S05623,400,74.81,9,85.73,72.89,80.01,3,6.54,18.26,3.36,3.17,3.36,3.16,Average,"Maintain steady progress, focus on weak areas"
S05624,400,86.5,12,85.1,83.06,79.54,6,11.31,8.81,2.62,2.92,2.95,2.95,Average,"Maintain steady progress, focus on weak areas"
S05625,100,64.84,12,69.63,66.88,59.29,7,20.06,13.09,3.53,2.28,2.51,2.36,Average,"Maintain steady progress, focus on weak areas"
S05626,400,64.54,5,66.53,91.99,81.3,7,30.71,13.25,2.54,2.17,2.31,2.06,Average,"Maintain steady progress, focus on weak areas"
S05627,200,100.0,7,61.57,73.98,70.17,4,17.37,7.79,2.8,2.48,2.8,2.24,Average,"Maintain steady progress, focus on weak areas"
S05628,200,91.18,4,47.16,72.21,68.56,5,18.64,12.56,3.7,2.67,2.66,2.58,Average,"Maintain steady progress, focus on weak areas"
S05629,300,86.21,15,77.8,57.73,84.25,5,22.61,4.46,2.79,2.09,2.4,2.19,Average,"Maintain steady progress, focus on weak areas"
S05630,100,88.64,8,55.45,69.39,66.68,9,5.35,3.66,2.92,1.61,1.82,1.73,At Risk,Meet academic advisor and review study plan
S05631,400,86.46,9,39.31,74.01,56.07,3,14.98,14.79,4.0,2.4,2.67,2.31,Average,"Maintain steady progress, focus on weak areas"
S05632,300,94.97,15,89.72,95.73,87.16,4,2.97,13.96,3.26,2.95,2.67,2.98,Average,"Maintain steady progress, focus on weak areas"
S05633,100,78.68,11,60.74,70.2,73.38,4,24.21,0.0,2.75,2.2,2.31,2.23,Average,"Maintain steady progress, focus on weak areas"
S05634,100,86.87,9,73.66,74.1,59.5,5,14.26,7.0,3.01,2.31,2.29,2.26,Average,"Maintain steady progress, focus on weak areas"
S05635,100,87.27,11,67.83,83.35,70.64,2,0.0,9.04,3.28,2.49,2.56,2.37,Average,"Maintain steady progress, focus on weak areas"
S05636,100,74.53,9,86.99,65.03,75.64,2,24.08,17.05,1.83,2.08,1.78,2.06,Average,"Maintain steady progress, focus on weak areas"
S05637,300,97.77,7,47.93,69.24,57.37,3,13.12,10.05,3.12,1.91,1.87,1.94,At Risk,Meet academic advisor and review study plan
S05638,400,80.54,10,81.44,90.52,66.7,3,13.67,17.56,4.0,2.44,2.31,2.42,Average,"Maintain steady progress, focus on weak areas"
S05639,100,95.17,7,69.3,56.88,69.62,3,8.2,5.86,2.44,1.97,2.15,1.98,At Risk,Meet academic advisor and review study plan
S05640,100,86.15,11,76.82,66.71,40.16,7,14.96,11.87,3.62,2.39,2.68,2.23,Average,"Maintain steady progress, focus on weak areas"
S05641,300,100.0,9,63.93,79.41,95.93,3,14.44,18.83,2.34,2.54,2.57,2.56,Average,"Maintain steady progress, focus on weak areas"
S05642,400,74.59,15,64.41,79.72,94.79,2,11.44,24.1,2.01,2.98,2.97,2.82,Average,"Maintain steady progress, focus on weak areas"
S05643,200,74.15,11,83.78,100.0,72.17,4,9.96,0.0,3.17,2.53,2.37,2.57,Average,"Maintain steady progress, focus on weak areas"
S05644,200,75.94,9,58.76,77.01,73.75,6,0.02,5.05,2.22,2.02,2.45,2.15,Average,"Maintain steady progress, focus on weak areas"
S05645,300,86.33,15,62.1,67.85,74.17,5,29.45,10.44,3.17,2.68,2.68,2.5,Average,"Maintain steady progress, focus on weak areas"
S05646,200,100.0,9,66.37,69.89,56.36,7,18.73,15.4,2.6,2.08,2.21,2.05,Average,"Maintain steady progress, focus on weak areas"
S05647,100,100.0,11,48.27,88.54,78.09,6,4.64,11.62,3.1,2.68,2.49,2.49,Average,"Maintain steady progress, focus on weak areas"
S05648,300,61.9,15,65.97,66.79,58.15,2,17.62,2.78,3.52,2.57,2.53,2.4,Average,"Maintain steady progress, focus on weak areas"
S05649,300,87.5,7,66.89,72.67,42.03,6,16.35,0.0,3.15,2.04,2.2,2.08,Average,"Maintain steady progress, focus on weak areas"
S05650,300,52.87,11,80.3,86.0,69.12,3,19.95,6.0,3.18,2.35,2.12,2.52,Average,"Maintain steady progress, focus on weak areas"
S05651,300,92.95,10,62.1,71.32,67.61,2,10.43,16.98,3.33,2.67,2.75,2.68,Average,"Maintain steady progress, focus on weak areas"
S05652,300,96.18,12,41.73,82.12,94.91,3,6.04,14.81,2.81,2.41,2.27,2.61,Average,"Maintain steady progress, focus on weak areas"
S05653,100,84.6,11,70.47,56.69,60.16,8,31.48,8.26,2.91,2.13,2.4,2.09,Average,"Maintain steady progress, focus on weak areas"
S05654,200,85.84,10,62.85,63.0,66.83,4,20.04,12.32,3.59,2.35,2.74,2.41,Average,"Maintain steady progress, focus on weak areas"
S05655,100,85.74,12,52.2,68.4,64.74,3,16.55,9.95,3.45,1.93,2.2,2.07,Average,"Maintain steady progress, focus on weak areas"
S05656,100,77.16,9,74.85,57.75,61.25,9,9.92,12.31,2.79,1.47,1.62,1.95,At Risk,Meet academic advisor and review study plan
S05657,300,89.32,7,75.43,61.46,57.04,3,14.23,12.28,2.44,1.96,2.1,2.04,Average,"Maintain steady progress, focus on weak areas"
S05658,400,82.69,7,79.15,67.26,59.69,7,18.18,10.38,3.09,2.62,2.72,2.28,Average,"Maintain steady progress, focus on weak areas"
S05659,400,94.3,11,75.66,100.0,73.66,5,13.35,2.85,1.95,2.5,3.01,2.33,Average,"Maintain steady progress, focus on weak areas"
S05660,300,83.86,9,81.03,79.75,57.56,4,23.38,7.91,4.0,1.93,2.16,2.09,Average,"Maintain steady progress, focus on weak areas"
S05661,100,76.39,9,75.03,84.92,100.0,5,13.4,7.78,2.53,2.56,2.4,2.52,Average,"Maintain steady progress, focus on weak areas"
S05662,100,69.64,7,100.0,83.12,67.76,7,4.29,5.38,3.83,2.61,2.54,2.55,Average,"Maintain steady progress, focus on weak areas"
S05663,400,66.36,7,92.09,47.71,100.0,7,10.44,21.84,2.92,2.48,2.95,2.54,Average,"Maintain steady progress, focus on weak areas"
S05664,300,98.13,3,73.56,76.53,61.12,2,0.0,7.84,2.83,2.46,2.46,2.38,Average,"Maintain steady progress, focus on weak areas"
S05665,300,80.42,10,44.11,68.73,43.42,6,15.94,3.75,3.68,1.92,1.81,1.98,At Risk,Meet academic advisor and review study plan
S05666,400,88.39,12,98.05,56.02,77.63,3,2.58,0.45,2.17,1.86,1.96,1.93,At Risk,Meet academic advisor and review study plan
S05667,300,100.0,9,65.99,80.47,60.6,4,12.74,14.58,2.38,2.78,3.02,2.8,Average,"Maintain steady progress, focus on weak areas"
S05668,400,79.37,8,79.4,52.94,57.17,8,22.26,8.51,2.84,1.32,1.4,1.66,At Risk,Meet academic advisor and review study plan
S05669,100,78.73,12,77.09,74.8,45.0,5,0.0,6.85,3.47,2.17,2.03,1.92,At Risk,Meet academic advisor and review study plan
S05670,300,83.68,7,68.25,71.37,65.3,4,22.45,8.61,3.33,2.02,1.64,2.02,Average,"Maintain steady progress, focus on weak areas"
S05671,400,85.29,15,62.8,64.37,89.48,8,14.83,8.35,2.7,2.55,2.42,2.74,Average,"Maintain steady progress, focus on weak areas"
S05672,200,100.0,9,64.83,86.56,72.64,6,18.33,6.39,3.22,2.75,2.86,2.81,Average,"Maintain steady progress, focus on weak areas"
S05673,300,100.0,13,29.79,72.69,68.21,7,24.89,12.34,2.25,1.91,1.84,2.04,Average,"Maintain steady progress, focus on weak areas"
S05674,200,91.21,14,52.48,77.69,65.59,5,17.01,6.09,3.59,2.42,2.82,2.38,Average,"Maintain steady progress, focus on weak areas"
S05675,400,99.49,15,62.64,83.14,91.7,7,21.83,13.65,2.81,2.96,2.98,2.61,Average,"Maintain steady progress, focus on weak areas"
S05676,100,83.22,8,70.75,84.79,66.86,2,8.5,6.78,3.47,2.53,2.25,2.58,Average,"Maintain steady progress, focus on weak areas"
S05677,300,87.99,6,78.89,76.36,56.0,5,18.81,10.64,3.58,2.24,2.22,2.49,Average,"Maintain steady progress, focus on weak areas"
S05678,100,81.98,10,61.38,64.22,66.36,7,13.14,19.27,2.13,2.01,1.78,2.05,Average,"Maintain steady progress, focus on weak areas"
S05679,300,72.1,15,80.23,73.81,71.95,5,17.35,17.03,2.44,2.74,2.78,2.52,Average,"Maintain steady progress, focus on weak areas"
S05680,100,97.04,6,66.57,84.1,62.22,6,13.72,21.19,3.36,2.62,2.45,2.43,Average,"Maintain steady progress, focus on weak areas"
S05681,100,90.32,10,64.59,67.67,36.87,0,11.33,10.06,2.07,2.29,2.48,2.38,Average,"Maintain steady progress, focus on weak areas"
S05682,200,85.18,11,70.78,80.6,65.48,3,14.94,6.03,2.8,2.74,2.91,2.64,Average,"Maintain steady progress, focus on weak areas"
S05683,400,84.98,3,81.01,67.26,79.8,5,10.91,13.53,3.26,2.71,2.73,2.55,Average,"Maintain steady progress, focus on weak areas"
S05684,100,69.94,10,66.49,84.79,62.08,6,18.26,8.96,2.9,2.33,2.73,2.17,Average,"Maintain steady progress, focus on weak areas"
S05685,100,75.23,17,75.47,74.0,62.19,6,12.06,7.76,2.61,2.44,2.61,2.2,Average,"Maintain steady progress, focus on weak areas"
S05686,400,88.36,12,81.18,62.29,83.01,10,4.26,3.32,3.35,2.72,2.44,2.51,Average,"Maintain steady progress, focus on weak areas"
S05687,300,79.71,11,78.17,100.0,81.28,7,7.14,5.18,3.28,2.78,3.09,2.81,Average,"Maintain steady progress, focus on weak areas"
S05688,400,82.82,8,59.98,76.67,65.16,4,7.74,12.0,3.49,1.96,1.77,1.86,At Risk,Meet academic advisor and review study plan
S05689,100,83.95,10,62.81,44.84,62.89,6,14.97,15.37,3.35,2.06,2.09,2.08,Average,"Maintain steady progress, focus on weak areas"
S05690,300,78.18,7,78.76,63.89,47.04,3,15.96,6.8,2.17,1.54,1.51,1.75,At Risk,Meet academic advisor and review study plan
S05691,100,75.32,9,67.97,91.35,73.0,9,9.52,2.13,2.98,2.4,2.7,2.47,Average,"Maintain steady progress, focus on weak areas"
S05692,100,68.88,14,58.31,84.96,64.69,2,8.33,7.19,2.86,2.31,2.73,2.35,Average,"Maintain steady progress, focus on weak areas"
S05693,300,83.53,8,70.67,89.6,97.41,1,10.34,10.6,2.79,2.9,3.16,2.62,Average,"Maintain steady progress, focus on weak areas"
S05694,300,91.19,8,81.67,70.92,79.52,7,0.92,16.25,2.92,2.31,2.76,2.45,Average,"Maintain steady progress, focus on weak areas"
S05695,400,68.56,7,83.71,84.56,87.17,6,19.61,6.22,2.65,2.44,2.72,2.61,Average,"Maintain steady progress, focus on weak areas"
S05696,200,84.76,14,85.32,71.73,55.99,7,21.41,7.97,3.61,2.57,2.8,2.25,Average,"Maintain steady progress, focus on weak areas"
S05697,200,87.81,15,70.48,79.21,75.77,8,0.42,6.11,2.37,2.28,2.25,2.32,Average,"Maintain steady progress, focus on weak areas"
S05698,200,75.1,10,75.73,59.54,70.7,3,27.82,7.15,3.78,2.46,2.45,2.46,Average,"Maintain steady progress, focus on weak areas"
S05699,400,99.22,8,86.57,71.78,62.06,5,30.31,9.57,2.92,2.53,2.42,2.59,Average,"Maintain steady progress, focus on weak areas"
S05700,200,81.14,8,60.42,44.29,64.11,1,0.0,10.71,2.73,2.01,2.31,2.02,Average,"Maintain steady progress, focus on weak areas"
S05701,200,83.99,10,84.66,73.68,39.84,2,1.39,10.08,2.91,2.11,2.19,2.16,Average,"Maintain steady progress, focus on weak areas"
S05702,200,83.39,10,80.47,64.58,88.09,5,3.47,13.96,2.79,1.93,2.06,2.05,Average,"Maintain steady progress, focus on weak areas"
S05703,300,67.29,7,80.53,77.35,44.64,2,7.4,12.33,2.89,2.5,2.78,2.16,Average,"Maintain steady progress, focus on weak areas"
S05704,200,95.09,10,44.66,61.64,71.46,1,14.52,10.54,2.81,1.89,1.98,1.74,At Risk,Meet academic advisor and review study plan
S05705,400,75.44,11,61.76,73.89,79.57,1,21.21,17.14,2.96,2.42,2.47,2.34,Average,"Maintain steady progress, focus on weak areas"
S05706,200,82.63,10,60.75,100.0,88.76,1,9.46,5.61,2.44,2.98,2.78,2.86,Average,"Maintain steady progress, focus on weak areas"
S05707,400,90.98,14,91.35,72.73,94.83,6,17.07,4.37,2.59,2.66,2.73,2.79,Average,"Maintain steady progress, focus on weak areas"
S05708,100,99.61,5,56.74,67.69,79.77,5,16.55,17.57,2.86,2.31,2.24,2.35,Average,"Maintain steady progress, focus on weak areas"
S05709,300,74.2,7,54.01,76.34,75.09,7,6.47,8.75,3.56,1.86,1.96,2.09,Average,"Maintain steady progress, focus on weak areas"
S05710,400,80.54,7,51.77,38.65,93.38,3,21.79,5.9,3.26,2.05,2.17,2.08,Average,"Maintain steady progress, focus on weak areas"
S05711,100,98.82,10,64.39,70.25,63.87,11,10.55,4.23,2.43,1.99,2.05,1.96,At Risk,Meet academic advisor and review study plan
S05712,400,89.64,7,76.05,74.22,60.62,8,0.0,10.51,2.87,2.46,2.69,2.52,Average,"Maintain steady progress, focus on weak areas"
S05713,200,91.71,12,97.54,77.35,70.84,8,9.39,8.4,3.74,2.66,3.54,2.7,Average,"Maintain steady progress, focus on weak areas"
S05714,400,74.49,12,64.27,87.72,57.75,3,18.57,17.11,2.65,2.35,2.8,2.39,Average,"Maintain steady progress, focus on weak areas"
S05715,300,81.21,12,58.63,79.74,58.54,5,8.79,0.59,3.35,2.36,2.18,2.25,Average,"Maintain steady progress, focus on weak areas"
S05716,200,83.32,11,93.38,61.23,76.74,5,22.04,5.42,2.72,2.69,2.7,2.62,Average,"Maintain steady progress, focus on weak areas"
S05717,100,76.42,14,95.68,52.41,69.11,2,20.34,23.93,3.33,2.32,2.39,2.22,Average,"Maintain steady progress, focus on weak areas"
S05718,200,68.25,6,43.61,87.05,60.95,5,8.53,14.81,3.43,1.94,2.11,2.16,Average,"Maintain steady progress, focus on weak areas"
S05719,100,79.9,10,62.24,67.64,71.24,5,4.46,15.67,3.39,2.22,2.06,2.21,Average,"Maintain steady progress, focus on weak areas"
S05720,100,98.54,13,73.24,78.48,75.8,5,6.92,7.63,3.05,2.53,2.65,2.67,Average,"Maintain steady progress, focus on weak areas"
S05721,100,85.59,5,72.81,93.03,62.04,5,17.08,14.62,2.4,2.65,2.98,2.69,Average,"Maintain steady progress, focus on weak areas"
S05722,200,98.74,9,100.0,78.3,78.33,4,21.08,16.12,3.06,2.95,3.17,3.08,Average,"Maintain steady progress, focus on weak areas"
S05723,400,86.79,5,61.73,56.4,68.28,9,13.44,15.95,2.69,1.79,2.05,2.04,Average,"Maintain steady progress, focus on weak areas"
S05724,100,77.35,8,52.79,78.92,81.34,3,11.38,15.6,3.16,2.13,2.07,2.08,Average,"Maintain steady progress, focus on weak areas"
S05725,100,97.78,9,58.39,72.05,73.29,5,0.0,8.36,2.09,1.76,1.82,1.91,At Risk,Meet academic advisor and review study plan
S05726,300,87.12,9,86.35,58.17,41.66,5,13.66,0.1,3.12,2.12,1.97,2.09,Average,"Maintain steady progress, focus on weak areas"
S05727,100,94.62,7,69.8,86.61,79.06,1,5.67,19.19,3.79,2.77,3.09,2.76,Average,"Maintain steady progress, focus on weak areas"
S05728,100,74.32,11,94.02,79.15,79.36,4,0.0,6.57,3.17,2.59,2.53,2.48,Average,"Maintain steady progress, focus on weak areas"
S05729,100,95.39,8,79.69,97.9,52.78,5,12.4,8.78,2.99,2.17,1.95,2.18,Average,"Maintain steady progress, focus on weak areas"
S05730,400,95.69,6,59.83,75.39,63.79,5,0.0,5.78,3.11,2.21,2.44,2.24,Average,"Maintain steady progress, focus on weak areas"
S05731,400,87.9,8,82.94,66.43,63.2,6,14.89,9.89,2.36,2.25,2.05,2.19,Average,"Maintain steady progress, focus on weak areas"
S05732,200,76.93,6,88.04,79.27,59.55,7,18.5,0.0,4.0,2.46,2.73,2.54,Average,"Maintain steady progress, focus on weak areas"
S05733,300,84.54,19,91.88,71.57,49.22,7,13.12,4.51,2.49,1.91,2.05,1.91,At Risk,Meet academic advisor and review study plan
S05734,300,91.11,7,48.95,90.5,80.91,1,7.63,15.0,2.95,2.66,2.85,2.57,Average,"Maintain steady progress, focus on weak areas"
S05735,300,87.35,12,74.21,76.22,77.64,4,8.17,10.28,3.13,2.58,2.76,2.74,Average,"Maintain steady progress, focus on weak areas"
S05736,300,91.01,13,53.28,67.18,83.29,3,8.5,7.37,2.23,2.2,2.47,2.42,Average,"Maintain steady progress, focus on weak areas"
S05737,300,95.12,8,65.57,77.42,67.83,4,15.12,2.97,3.78,2.3,2.34,2.33,Average,"Maintain steady progress, focus on weak areas"
S05738,200,78.52,15,66.5,78.79,87.51,6,22.97,0.0,2.88,2.74,2.75,2.66,Average,"Maintain steady progress, focus on weak areas"
S05739,100,73.45,20,74.23,77.69,47.81,2,12.46,7.03,2.36,1.88,1.87,2.1,Average,"Maintain steady progress, focus on weak areas"
S05740,200,84.62,12,77.21,71.6,76.2,6,7.48,8.95,3.08,2.43,2.61,2.82,Average,"Maintain steady progress, focus on weak areas"
S05741,400,81.7,16,60.94,76.12,84.84,6,26.18,8.96,3.22,2.67,3.23,2.51,Average,"Maintain steady progress, focus on weak areas"
S05742,300,92.86,8,88.27,68.22,56.16,4,20.7,12.76,2.57,2.53,2.55,2.64,Average,"Maintain steady progress, focus on weak areas"
S05743,400,74.26,20,90.0,77.94,63.56,4,10.58,5.93,4.0,2.3,2.24,2.42,Average,"Maintain steady progress, focus on weak areas"
S05744,400,95.2,11,72.8,63.94,49.85,3,18.96,0.6,2.4,2.2,2.23,2.14,Average,"Maintain steady progress, focus on weak areas"
S05745,100,98.54,12,95.88,65.62,81.5,5,32.4,9.18,1.75,2.45,3.11,2.49,Average,"Maintain steady progress, focus on weak areas"
S05746,300,85.0,13,68.81,98.56,56.82,5,15.0,3.45,2.07,2.72,2.66,2.67,Average,"Maintain steady progress, focus on weak areas"
S05747,300,85.61,6,42.24,68.75,70.04,3,19.1,6.3,2.92,2.25,2.05,2.26,Average,"Maintain steady progress, focus on weak areas"
S05748,400,77.32,9,56.17,79.77,63.25,2,17.55,11.17,3.24,2.2,2.38,2.2,Average,"Maintain steady progress, focus on weak areas"
S05749,400,79.57,10,63.34,55.51,55.9,5,17.21,10.51,2.61,1.98,2.27,2.14,Average,"Maintain steady progress, focus on weak areas"
S05750,300,80.92,6,83.8,70.85,65.32,5,16.33,6.32,3.07,2.1,2.14,2.26,Average,"Maintain steady progress, focus on weak areas"
S05751,100,99.43,9,55.28,85.68,74.76,9,17.77,12.55,2.64,2.12,2.06,2.28,Average,"Maintain steady progress, focus on weak areas"
S05752,400,84.28,16,69.08,79.68,71.47,6,11.96,17.91,3.04,2.19,2.42,2.34,Average,"Maintain steady progress, focus on weak areas"
S05753,100,71.78,13,100.0,55.33,50.35,7,0.35,13.38,2.6,2.0,1.93,1.96,At Risk,Meet academic advisor and review study plan
S05754,400,87.55,14,73.48,67.25,75.83,3,0.0,8.9,3.42,2.68,2.73,2.67,Average,"Maintain steady progress, focus on weak areas"
S05755,400,93.26,10,94.12,86.26,75.11,2,10.58,19.32,3.71,2.49,2.58,2.88,Average,"Maintain steady progress, focus on weak areas"
S05756,200,84.75,4,52.02,61.21,86.06,5,19.25,21.11,3.77,2.55,3.01,2.46,Average,"Maintain steady progress, focus on weak areas"
S05757,300,99.69,9,39.67,81.01,53.33,9,17.38,7.85,3.17,2.3,2.7,2.16,Average,"Maintain steady progress, focus on weak areas"
S05758,200,92.78,6,45.86,78.01,85.74,3,20.24,4.77,2.82,2.77,3.1,2.61,Average,"Maintain steady progress, focus on weak areas"
S05759,200,74.51,7,86.25,55.32,58.02,8,11.18,18.33,2.47,2.11,2.36,2.1,Average,"Maintain steady progress, focus on weak areas"
S05760,200,79.49,15,66.5,83.54,48.5,7,17.23,19.87,2.88,2.2,2.1,2.1,Average,"Maintain steady progress, focus on weak areas"
S05761,400,87.26,7,65.08,84.26,78.89,4,5.85,7.64,2.15,2.81,3.2,2.9,Average,"Maintain steady progress, focus on weak areas"
S05762,400,68.34,9,95.84,73.92,79.25,6,18.99,1.92,2.72,2.57,2.77,2.67,Average,"Maintain steady progress, focus on weak areas"
S05763,400,88.36,8,86.32,78.22,83.13,3,20.27,7.84,3.4,2.53,2.85,2.51,Average,"Maintain steady progress, focus on weak areas"
S05764,100,67.38,9,76.99,66.24,57.82,7,13.27,20.32,3.35,2.52,2.53,2.42,Average,"Maintain steady progress, focus on weak areas"
S05765,400,95.23,8,87.98,71.88,58.17,6,14.65,1.46,3.52,2.0,1.72,2.1,Average,"Maintain steady progress, focus on weak areas"
S05766,300,94.07,8,67.7,77.5,61.68,8,9.17,5.79,3.63,2.65,2.38,2.52,Average,"Maintain steady progress, focus on weak areas"
S05767,200,90.05,16,75.23,87.44,67.82,7,30.58,6.43,2.94,3.13,3.21,2.81,Average,"Maintain steady progress, focus on weak areas"
S05768,100,78.24,11,51.82,80.5,82.66,3,13.38,6.02,3.05,2.14,2.58,2.16,Average,"Maintain steady progress, focus on weak areas"
S05769,200,86.7,12,58.54,70.21,54.51,2,18.62,5.53,2.4,1.95,2.12,1.82,At Risk,Meet academic advisor and review study plan
S05770,400,79.87,9,66.0,71.15,75.63,5,2.79,18.94,2.76,1.88,2.03,2.08,Average,"Maintain steady progress, focus on weak areas"
S05771,300,74.69,12,69.61,76.47,74.25,3,19.48,21.8,3.29,2.29,2.36,2.33,Average,"Maintain steady progress, focus on weak areas"
S05772,300,81.61,8,84.8,72.21,63.19,7,23.55,8.65,1.29,2.55,3.01,2.36,Average,"Maintain steady progress, focus on weak areas"
S05773,200,91.98,9,88.57,74.77,81.51,7,22.38,12.32,3.54,2.72,3.12,2.8,Average,"Maintain steady progress, focus on weak areas"
S05774,300,85.44,12,100.0,43.16,87.98,4,20.33,10.34,2.93,2.33,2.29,2.16,Average,"Maintain steady progress, focus on weak areas"
S05775,100,99.51,9,100.0,64.52,86.61,3,16.63,13.61,2.88,2.78,2.77,2.61,Average,"Maintain steady progress, focus on weak areas"
S05776,200,92.66,10,87.17,95.81,67.57,8,17.42,11.88,2.97,2.49,2.75,2.57,Average,"Maintain steady progress, focus on weak areas"
S05777,300,91.59,10,47.68,80.27,77.37,6,16.06,14.05,3.55,2.26,2.35,2.51,Average,"Maintain steady progress, focus on weak areas"
S05778,100,68.91,12,91.48,81.25,65.96,5,23.67,11.65,2.52,2.9,3.11,2.84,Average,"Maintain steady progress, focus on weak areas"
S05779,400,82.15,19,98.37,80.43,65.39,5,14.78,7.65,2.78,2.58,2.69,2.42,Average,"Maintain steady progress, focus on weak areas"
S05780,100,74.36,14,72.1,79.3,66.37,4,8.82,17.41,2.87,2.39,2.62,2.56,Average,"Maintain steady progress, focus on weak areas"
S05781,300,83.17,11,44.57,76.76,53.9,6,20.04,11.36,3.27,2.27,2.25,2.19,Average,"Maintain steady progress, focus on weak areas"
S05782,200,78.07,18,73.1,89.22,52.33,6,25.17,15.71,3.54,2.07,2.06,2.07,Average,"Maintain steady progress, focus on weak areas"
S05783,300,81.22,10,83.41,81.14,55.64,6,8.31,18.53,2.64,2.69,2.78,2.51,Average,"Maintain steady progress, focus on weak areas"
S05784,100,95.61,11,73.69,54.25,76.53,1,2.45,12.25,4.0,2.3,2.25,2.13,Average,"Maintain steady progress, focus on weak areas"
S05785,100,89.75,13,63.92,66.64,82.71,3,15.15,17.24,2.92,2.78,2.85,2.75,Average,"Maintain steady progress, focus on weak areas"
S05786,400,95.07,9,68.87,67.86,46.27,5,17.44,18.09,2.85,1.9,2.15,1.98,At Risk,Meet academic advisor and review study plan
S05787,200,68.99,10,89.38,100.0,58.8,6,15.87,9.22,3.47,2.89,2.87,2.83,Average,"Maintain steady progress, focus on weak areas"
S05788,400,85.58,10,77.12,76.42,46.71,2,13.29,6.75,2.83,2.02,2.21,2.1,Average,"Maintain steady progress, focus on weak areas"
S05789,400,94.67,10,92.1,91.37,67.65,7,1.91,14.46,3.34,2.53,2.7,2.63,Average,"Maintain steady progress, focus on weak areas"
S05790,100,100.0,15,86.33,72.38,71.31,6,14.27,7.96,2.78,2.24,2.65,2.43,Average,"Maintain steady progress, focus on weak areas"
S05791,200,69.52,9,67.09,79.09,68.83,6,16.04,1.71,2.89,1.65,1.59,1.89,At Risk,Meet academic advisor and review study plan
S05792,300,81.49,12,82.6,75.72,92.45,3,8.05,6.75,3.05,2.55,2.77,2.63,Average,"Maintain steady progress, focus on weak areas"
S05793,400,95.34,7,92.56,68.77,51.65,3,14.74,7.97,3.49,2.66,2.83,2.42,Average,"Maintain steady progress, focus on weak areas"
S05794,400,83.08,10,72.26,64.05,48.45,10,22.94,7.25,2.45,2.05,1.87,2.19,Average,"Maintain steady progress, focus on weak areas"
S05795,300,75.9,9,80.1,74.98,57.44,4,17.91,12.93,3.55,2.77,3.02,2.68,Average,"Maintain steady progress, focus on weak areas"
S05796,400,69.5,8,47.2,65.63,64.05,5,15.23,8.98,2.41,2.32,2.13,2.21,Average,"Maintain steady progress, focus on weak areas"
S05797,100,75.51,9,63.38,76.74,90.69,3,0.0,12.6,3.35,2.58,2.74,2.47,Average,"Maintain steady progress, focus on weak areas"
S05798,400,68.11,7,67.79,69.82,78.47,5,0.63,1.78,2.82,2.26,2.37,2.33,Average,"Maintain steady progress, focus on weak areas"
S05799,400,85.58,9,54.65,84.92,67.85,4,13.99,2.75,3.57,2.25,2.16,2.29,Average,"Maintain steady progress, focus on weak areas"
S05800,100,93.96,6,71.97,65.27,86.26,8,27.85,8.6,2.91,2.41,2.43,2.62,Average,"Maintain steady progress, focus on weak areas"
S05801,200,72.39,10,95.44,73.77,67.77,7,14.73,9.03,2.66,2.19,2.41,2.02,Average,"Maintain steady progress, focus on weak areas"
S05802,100,87.58,8,74.64,71.52,63.0,3,10.38,7.63,2.51,2.24,2.26,2.21,Average,"Maintain steady progress, focus on weak areas"
S05803,200,93.45,10,90.06,70.65,72.33,6,11.04,11.35,3.0,2.59,2.69,2.58,Average,"Maintain steady progress, focus on weak areas"
S05804,400,84.97,14,80.64,84.63,51.78,4,23.22,16.32,3.1,2.02,1.99,2.34,Average,"Maintain steady progress, focus on weak areas"
S05805,200,68.89,15,95.81,54.12,56.34,2,26.19,16.81,3.23,1.97,2.02,1.91,At Risk,Meet academic advisor and review study plan
S05806,100,88.86,6,69.07,52.4,93.84,7,23.84,8.57,2.92,2.41,2.13,2.33,Average,"Maintain steady progress, focus on weak areas"
S05807,200,84.45,9,59.96,71.14,77.27,4,16.63,3.32,3.65,2.22,2.81,2.13,Average,"Maintain steady progress, focus on weak areas"
S05808,400,83.43,9,81.74,98.19,80.38,3,5.59,4.76,3.57,2.92,2.9,2.95,Average,"Maintain steady progress, focus on weak areas"
S05809,300,79.53,9,46.49,79.26,63.97,5,22.28,14.39,2.85,2.7,2.96,2.75,Average,"Maintain steady progress, focus on weak areas"
S05810,200,85.87,11,78.95,92.48,67.37,3,14.26,4.95,3.13,2.12,2.0,2.1,Average,"Maintain steady progress, focus on weak areas"
S05811,100,90.1,9,36.89,87.86,91.36,8,9.12,0.0,4.0,2.43,2.57,2.51,Average,"Maintain steady progress, focus on weak areas"
S05812,400,100.0,9,56.91,58.13,56.49,8,7.04,6.86,3.73,2.66,2.63,2.56,Average,"Maintain steady progress, focus on weak areas"
